# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0,2.0,19.06004709984837,0,2.0,1678.2196441093738,0.0,0.0,0.0
 0.014090294060064196,2.0001876519975044,2.0000648338235503,19.06004709984837,0.028180588120128393,2.0,1678.2196441093738,0.0,3078.6056215837198,0.0
 0.021055837370190462,2.0003737967500483,2.0002238401058334,40.504207891787956,0.04211167474038093,2.000000000000001,831.4413591364745,0.0,2066.6231434148485,0.0
 0.027497103867127677,2.0005584342576332,2.000476262015821,53.815878307261094,0.05499420773425536,2.0,408.038919555452,0.0,1292.6363465907439,0.0
 0.033863748683101186,2.0007415645202578,2.0008213427224852,62.04563480222199,0.06772749736620239,2.000000000000001,217.5120486077588,0.0,843.3792568106345,0.0
 0.040248941440585814,2.0009231875379223,2.0012583253947986,67.43077392462203,0.08049788288117166,2.000000000000002,126.49058047442877,0.0,582.1802659727632,0.0
 0.04666877226833126,2.001103303310627,2.001786453201735,71.16827274341901,0.09333754453666254,2.0,79.13091395907833,0.0,422.32525709353484,0.0
 0.05312026409415072,2.0012819118383725,2.0024049693122654,73.89290068739506,0.10624052818830147,2.0,52.492548462549415,0.0,319.0146622114524,0.0
 0.05959630774769001,2.0014590131211576,2.003113116895362,75.95885356599551,0.11919261549538004,2.0,36.49823556243905,0.0,248.96564035976567,0.0
 0.06608975508319961,2.001634607158983,2.003910139119998,77.57549884002307,0.13217951016639928,2.0000000000000044,26.363730811235612,0.0,199.50996486206193,0.0
 0.07259444042136072,2.0018086939518485,2.0047952791551458,78.87324838327837,0.1451888808427215,2.0,19.64988055015743,0.0,163.3934965661848,0.0
 0.07910529715933932,2.0019812734997533,2.0057677801697777,79.9370800313382,0.1582105943186787,2.0,15.033793492615573,0.0,136.25980334385193,0.0
 0.0856182252501142,2.0021523458026995,2.0068268853328664,80.82453033217982,0.17123645050022845,2.0,11.758987367953994,0.0,115.37988262061253,0.0
 0.09212991363586782,2.0023219108606853,2.007971837813384,81.57584817379008,0.1842598272717357,2.0,9.372820522016614,0.0,98.98002332067453,0.0
 0.09863767808269909,2.0024899686737108,2.0092018807803025,82.21998685050289,0.19727535616539824,2.0,7.593683807601296,0.0,85.86979099349007,0.0
 0.10513932815085143,2.002656519241777,2.010516257402595,82.77828218296796,0.21027865630170292,2.0,6.2403536209909785,0.0,75.22749780238482,0.0
 0.11163306239310543,2.002821562564883,2.0119142108492336,83.2667895614064,0.2232661247862109,2.0,5.192716168847921,0.0,66.47185044851092,0.0
 0.11811738704532097,2.00298509864303,2.013394984289192,83.69781461994805,0.236234774090642,2.0,4.369069445666684,0.0,59.18259388169106,0.0
 0.1245910531903101,2.003147127476216,2.0149578208914405,84.08094297433259,0.24918210638062024,2.0,3.7125490901410245,0.0,53.049988293408134,0.0
 0.13105300811488316,2.003307649064442,2.016601963824953,84.42374960743373,0.26210601622976637,2.0,3.1827603353856393,0.0,47.84178939611358,0.0
 0.13750235747979367,2.003466663407709,2.0183266562587012,84.73229802149173,0.2750047149595874,2.0,2.750477630240498,0.0,43.38115446731886,0.0
 0.14393833571869316,2.0036241705060163,2.020131141361658,85.01149818762174,0.2878766714373864,2.0,2.3942047414247516,0.0,39.53154268245066,0.0
 0.15036028271736743,2.003780170359363,2.0220146623027953,85.26536765950426,0.3007205654347349,2.0,2.097892830228779,0.0,36.18619608369267,0.0
 0.15676762530979946,2.0039346629677497,2.0239764622510865,85.4972250149294,0.31353525061959897,2.0,1.8493963472681214,0.0,33.26068305777327,0.0
 0.16315986249109513,2.004087648331177,2.026015784375503,85.7098351898466,0.3263197249821903,2.0,1.639409155793549,0.0,30.687528354078886,0.0
 0.16953655351765567,2.004239126449644,2.0281318718450176,85.90552007652937,0.33907310703531135,1.9999999999999913,1.4607193439207262,0.0,28.412289336586007,0.0
 0.17589730826550265,2.004389097323152,2.0303239678286036,86.08624368082427,0.3517946165310053,2.0,1.3076793158218936,0.0,26.39065067559784,0.0
 0.18224177936698518,2.0045375609516993,2.0325913154952318,86.2536784013849,0.36448355873397037,2.0,1.1758236927327133,0.0,24.586246563245993,0.0
 0.18856965575754914,2.004684517335287,2.0349331580138754,86.40925713054506,0.3771393115150983,2.0,1.061590243758775,0.0,22.969009851997424,0.0
 0.19488065734789292,2.0048299664739146,2.0373487385535074,86.55421458824964,0.38976131469578584,2.0,0.962113624842611,0.0,21.513907325183336,0.0
 0.2011745306001106,2.0049739083675826,2.039837300283099,86.6896203941143,0.40234906120022124,2.000000000000009,0.875071247501386,0.0,20.199961490890033,0.0
 0.20745104483444005,2.005116343016291,2.0423980863716245,86.81640573994478,0.41490208966888015,2.0,0.7985669138469031,0.0,19.009486969834573,0.0
 0.2137099891299486,2.005257270420039,2.0450303399880547,86.93538505997516,0.42741997825989725,2.0,0.7310421174432733,0.0,17.927489450584307,0.0
 0.21995116971084655,2.005396690578827,2.047733304301363,87.04727375899841,0.4399023394216932,2.000000000000009,0.6712078299902227,0.0,16.94118884433957,0.0
 0.2261744077319572,2.0055346034926553,2.05050622248052,87.15270280953732,0.45234881546391453,2.0,0.6179915985390267,0.0,16.039638123184314,0.0
 0.2323795373940216,2.005671009161524,2.053348337694501,87.25223084382426,0.4647590747880433,2.0,0.5704961914337952,0.0,15.21341658072443,0.0
